lambda_topology,policy,task_success,topology_accuracy,switch_success,wrong_topology_rate,overregularization_rate,graph_edit_gap,contact_mode_violation,force_smoothness,action_smoothness,label_noise_sensitivity,extractor_false_positive,extractor_false_negative,topology_utility,policy_cost,recovery_margin,weight
l01,oracle_topology_router,0.9096534943255244,0.9527550500789125,0.8637208384021199,0.04724494992109372,0.03649999999999966,0.19549808317329967,0.1666290846811451,0.7423000000000142,0.7468199999999734,0.09222142857142736,0.037707929464285805,0.12527852142857143,0.8117688753313442,0.22063888888888644,0.47664189432552534,2348810240
l01,tactile_graph_encoder,0.5385824093660971,0.37172550965231904,0.6156145324083211,0.6282744903476798,0.001451572602114693,0.5761808426822277,0.44971311758583643,0.5143000000000265,0.5368200000000026,0.08417142857142842,0.07510282499999991,0.12527852142857143,0.34682279439605135,0.19763888888888914,0.14337080936609628,2348810240
l01,task_conditioned_topology,0.6020898040251251,0.48354385889496276,0.6755353412688575,0.516456141105037,0.0,0.4917423550406789,0.40551215069268676,0.5098999999999962,0.5664199999999988,0.09012142857142734,0.06552435357142847,0.12527852142857143,0.43034012259811755,0.2146388888889033,0.2015502040251262,2348810240
l02,action_smoothness,0.4780687324266428,0.23400827649997258,0.5494224547736183,0.7659917235000262,0.018881987577639658,0.6773336431787103,0.5500041273482761,0.4319000000000042,0.774020000000007,0.07796273291925541,0.1418265625000003,0.12527852142857143,0.2516703266585147,0.18548913043477025,0.04161292047321941,2348810240
l02,adaptive_switch_gate,0.6628128128498839,0.6047631212482505,0.735850750653105,0.3952368787517473,0.0,0.39876998726086615,0.3485520147900211,0.529499999999995,0.5556199999999922,0.09713664596273283,0.06106529285714262,0.12527852142857143,0.5181609670439089,0.22048913043479543,0.2642172128498832,2348810240
l02,behavior_cloning,0.3894013565915724,0.23012211183010683,0.5479692090327605,0.7698778881698959,0.018881987577639658,0.6811343696218561,0.5546603393667643,0.3231000000000038,0.42442000000000485,0.07741490683229652,0.1451178035714294,0.12527852142857143,0.186899103462341,0.18448913043477408,0.02105634728887522,2348810240
l02,fixed_topology_regularizer,0.49774838530705645,0.40784933604187773,0.5575071362656506,0.5921506639581251,0.25602795031057973,0.5250304471322969,0.4924609499183146,0.4643000000000093,0.5220200000000108,0.0954931677018646,0.08282366071428558,0.12527852142857143,0.29670940816745967,0.2174891304347813,0.10545627647208385,2348810240
l02,force_penalty,0.5061419710066188,0.23902252660071782,0.5518009849220653,0.760977473399284,0.018881987577639658,0.6728335037684244,0.47834561659167524,0.6483000000000267,0.5968200000000086,0.07851055900621078,0.13532277946428506,0.12527852142857143,0.28005642858433827,0.18648913043477403,0.1001303710066179,2348810240
l02,oracle_topology_router,0.9099486316301368,0.9527550500789125,0.8637208384021199,0.04724494992109372,0.03649999999999966,0.1718845566032527,0.1666290846811451,0.7423000000000142,0.7468199999999734,0.10151925465838421,0.037707929464285805,0.12527852142857143,0.8128049711249596,0.22848913043479616,0.47693703163013584,2348810240
l02,tactile_graph_encoder,0.5616746445168262,0.42816005913278715,0.6354716037287145,0.5718399408672126,0.00473155451710835,0.5291334509898473,0.42660100354873853,0.5143000000000265,0.5368200000000026,0.08891925465838176,0.07510282499999991,0.12527852142857143,0.3832412490220928,0.20548913043475941,0.16646304451682675,2348810240
l02,task_conditioned_topology,0.649052450124796,0.598421472082344,0.7188050315503292,0.40157852791765514,0.0,0.39991920104807716,0.35726355315398767,0.5098999999999962,0.5664199999999988,0.09823229813664928,0.06552435357142847,0.12527852142857143,0.5060747249820631,0.22248913043478083,0.2485128501247967,2348810240
l03,action_smoothness,0.47977778780989383,0.24045995722291238,0.5496306386556475,0.7595400427770884,0.026320346320344908,0.6711412427642195,0.5486333260183203,0.4319000000000042,0.774020000000007,0.07882597402597415,0.1418265625000003,0.12527852142857143,0.25383655242193215,0.19405303030301863,0.043443925889696956,2348810240
l03,adaptive_switch_gate,0.7115933183097451,0.7227344846232567,0.7802896069637194,0.2772655153767483,0.0,0.3042522478972188,0.29900404217251925,0.529499999999995,0.5556199999999922,0.10555324675324519,0.06106529285714262,0.12527852142857143,0.596105700947937,0.22905303030304408,0.31299771830974565,2348810240
l03,behavior_cloning,0.3901094383406448,0.23474666792661456,0.5475005510030236,0.7652533320733902,0.026320346320344908,0.6766228760673205,0.5540569303799092,0.3231000000000038,0.42442000000000485,0.07806233766233929,0.1451178035714294,0.12527852142857143,0.18785293428939345,0.19305303030302298,0.021921821994670847,2348810240
l03,fixed_topology_regularizer,0.5076859767772673,0.4642829644794833,0.5571224121625016,0.535717035520518,0.35688744588745797,0.47031037220454025,0.4869135351783588,0.4643000000000093,0.5220200000000108,0.10326233766233528,0.08282366071428558,0.12527852142857143,0.3117831030275755,0.22605303030303,0.11553056263501946,2348810240
l03,force_penalty,0.5088330649116501,0.247397314926503,0.5527102914284235,0.7526026850734954,0.026320346320344908,0.6649006870485994,0.47616711006852697,0.6483000000000267,0.5968200000000086,0.07958961038961114,0.13532277946428506,0.12527852142857143,0.28355941650625716,0.1950530303030174,0.10282146491165423,2348810240
l03,oracle_topology_router,0.9100004970548954,0.9527550500789125,0.8637208384021199,0.04724494992109372,0.03649999999999966,0.14612434579956285,0.1666290846811451,0.7423000000000142,0.7468199999999734,0.11166233766233907,0.037707929464285805,0.12527852142857143,0.8138461236057783,0.2370530303030434,0.47698889705489844,2348810240
l03,tactile_graph_encoder,0.5857663347723946,0.48914369108734,0.6567172189663031,0.5108563089126604,0.009269973315170953,0.4781694489803933,0.40180479351147796,0.5143000000000265,0.5368200000000026,0.09409870129870083,0.07510282499999991,0.12527852142857143,0.42213457189616077,0.21405303030300687,0.19055473477239443,2348810240
l03,task_conditioned_topology,0.7017298242767585,0.7234411960322645,0.7659078497359717,0.27655880396773336,0.0,0.2999352989448451,0.30475526909502065,0.5098999999999962,0.5664199999999988,0.10708051948052016,0.06552435357142847,0.12527852142857143,0.5890173766829018,0.2310530303030311,0.3011902242767597,2348810240
l04,action_smoothness,0.48019229605173147,0.24260235908907002,0.5497972627896073,0.7573976409109289,0.028571428571428414,0.6691494767331964,0.5481387120397297,0.4319000000000042,0.774020000000007,0.07908721804511103,0.1418265625000003,0.12527852142857143,0.2545724076826973,0.1966447368420922,0.044027595503719076,2348810240
l04,adaptive_switch_gate,0.7264679994553428,0.7584945527310509,0.7937599388287517,0.24150544726894566,0.0,0.2756121061488515,0.2839848135672441,0.529499999999995,0.5556199999999922,0.10810037593984803,0.06106529285714262,0.12527852142857143,0.619761352860467,0.2316447368421185,0.32787239945534624,2348810240
l04,behavior_cloning,0.39091770950024557,0.2362548627097401,0.547424587021276,0.7637451372902606,0.028571428571428414,0.6751901876462773,0.5538286833761922,0.3231000000000038,0.42442000000000485,0.07825827067668899,0.1451178035714294,0.12527852142857143,0.1883869938128906,0.19564473684210024,0.022604007413953704,2348810240
l04,fixed_topology_regularizer,0.5102914707477456,0.48118349407223493,0.557303592116115,0.5188165059277651,0.38741071428569973,0.4538607519910044,0.485309501061089,0.4643000000000093,0.5220200000000108,0.10561353383458472,0.08282366071428558,0.12527852142857143,0.3161852692103321,0.22864473684210468,0.11820029041838657,2348810240
l04,force_penalty,0.5092623507775,0.24992655117964796,0.5530246311394922,0.7500734488203549,0.028571428571428414,0.6625032144791443,0.475510025647403,0.6483000000000267,0.5968200000000086,0.07991616541353465,0.13532277946428506,0.12527852142857143,0.28449630869184866,0.1976447368420835,0.10325075077749978,2348810240
l04,oracle_topology_router,0.9099339554554127,0.9527550500789125,0.8637208384021199,0.04724494992109372,0.03649999999999966,0.13832849253002516,0.1666290846811451,0.7423000000000142,0.7468199999999734,0.11473195488721803,0.037707929464285805,0.12527852142857143,0.8141340707790617,0.23964473684211707,0.47692235545540984,2348810240
l04,tactile_graph_encoder,0.593295879853942,0.5076135068882422,0.6631002907290151,0.49238649311175775,0.010832440418160848,0.46273730193981716,0.3943287149536353,0.5143000000000265,0.5368200000000026,0.09566616541353301,0.07510282499999991,0.12527852142857143,0.43395511003765896,0.2166447368420844,0.19808427985394214,2348810240
l04,task_conditioned_topology,0.7171073739379085,0.7614447784108126,0.7802288083678853,0.23855522158918607,0.0,0.26957243991161145,0.2887937644960307,0.5098999999999962,0.5664199999999988,0.1097582706766906,0.06552435357142847,0.12527852142857143,0.6140199606700923,0.2336447368421057,0.31656777393790575,2348810240
l05,action_smoothness,0.473224355846495,0.24638260474887,0.5366648402913823,0.7536173952511317,0.091172137466306,0.6655663996972087,0.5578191364636956,0.4319000000000042,0.774020000000007,0.0795752021563321,0.1418265625000003,0.12527852142857143,0.24274970378700914,0.2014858490566038,0.038694301028487144,2348810240
l05,adaptive_switch_gate,0.7534548139425992,0.8238819708739599,0.8181545833707169,0.1761180291260411,7.070547684840136e-07,0.22298849081286243,0.2565222252170805,0.529499999999995,0.5556199999999922,0.11285822102425865,0.06106529285714262,0.12527852142857143,0.6629173934263374,0.23648584905661812,0.35485921394259984,2348810240
l05,behavior_cloning,0.38316086465081894,0.2388329620223504,0.5340862896236866,0.7611670379776506,0.091172137466306,0.6726622725272744,0.5640140092659817,0.3231000000000038,0.42442000000000485,0.07862425876010967,0.1451178035714294,0.12527852142857143,0.17674376263026037,0.20048584905661712,0.01869968494234421,2348810240
l05,fixed_topology_regularizer,0.5076411999852821,0.5128025806266787,0.549317717776956,0.4871974193733225,0.5040383135107817,0.4231029957850451,0.49302245256873584,0.4643000000000093,0.5220200000000108,0.11000539083557737,0.08282366071428558,0.12527852142857143,0.31224216697623186,0.2334858490565894,0.11611360448582185,2348810240
l05,force_penalty,0.5029398891608712,0.25461515956299235,0.5400827794913472,0.7453848404370077,0.08995555710916858,0.6580471213728335,0.4845899532631984,0.6483000000000267,0.5968200000000086,0.08052614555256007,0.13532277946428506,0.12527852142857143,0.27335904171521486,0.20248584905659092,0.09696315390201969,2348810240
l05,oracle_topology_router,0.9100571208913065,0.9527550500789125,0.8637208384021199,0.04724494992109372,0.03649999999999966,0.12376642698881413,0.1666290846811451,0.7423000000000142,0.7468199999999734,0.1204657681940718,0.037707929464285805,0.12527852142857143,0.8147535962070732,0.24448584905660656,0.47704552089130287,2348810240
l05,tactile_graph_encoder,0.6012583404394045,0.5426151772101279,0.6633395888151152,0.4573848227898706,0.0535665868998773,0.43360031797877385,0.38732015978515255,0.5143000000000265,0.5368200000000026,0.09859407008086449,0.07510282499999991,0.12527852142857143,0.4465601874923946,0.22148584905659496,0.2060467404394018,2348810240
l05,task_conditioned_topology,0.745529261446652,0.8314723594000923,0.8057194005006834,0.16852764059990585,0.0018658909413457124,0.21345226124741265,0.2597180408499749,0.5098999999999962,0.5664199999999988,0.11476010781671263,0.06552435357142847,0.12527852142857143,0.6597095810150417,0.23848584905660936,0.34498966144665316,2348810240
